id,peak_id,Chr,Start,End,Strand,Length,PCF_logFC,BSF_logFC,logCPM,mean_bsf_b,mean_bsf_g,mean_pcf_b,mean_pcf_g,closest_genome,closest_gene,closest_orient
4632,NA_peak_4633,Tb927_09_v5.1,1720733,1721224,.,492,0.558,0.404,3.909,26.244,22.021,1.35,1.046,Tb927.9.10920,Tb927.9.10920,-
4633,NA_peak_4634,Tb927_09_v5.1,1722906,1724658,.,1753,0.256,5.176,5.127,24.635,1.059,62.311,52.753,Tb927.9.10950,Tb927.9.10950,-
4634,NA_peak_4635,Tb927_09_v5.1,1726098,1727271,.,1174,-0.37,0.559,4.037,7.686,15.772,9.898,19.138,Tb927.9.10950,Tb927.9.10950,-
4635,NA_peak_4636,Tb927_09_v5.1,1729541,1730389,.,849,1.814,-1.391,2.649,2.539,6.618,7.469,2.978,Tb927.9.10970,Tb927.9.10970,-
4636,NA_peak_4637,Tb927_09_v5.1,1739183,1739954,.,772,0.44,-2.267,5.649,0.267,170.162,42.326,28.529,Tb927.9.11040,Tb927.9.11040,-
4637,NA_peak_4638,Tb927_09_v5.1,1742148,1744020,.,1873,1.506,0.836,8.989,149.971,169.44,1249.196,326.425,Tb927.9.11050,Tb927.9.11050,-
4638,NA_peak_4639,Tb927_09_v5.1,1745887,1747695,.,1809,-1.449,-0.811,7.08,84.611,251.309,58.114,137.597,Tb927.9.11070,Tb927.9.11070,-
4639,NA_peak_4640,Tb927_09_v5.1,1754523,1755718,.,1196,-0.623,-2.602,5.45,1.784,40.524,54.058,26.185,Tb927.9.11110,Tb927.9.11110,-
4640,NA_peak_4641,Tb927_09_v5.1,1757196,1757518,.,323,4.201,0.61,2.724,5.387,7.703,6.368,0.435,Tb927.9.11110,Tb927.9.11110,-
4641,NA_peak_4642,Tb927_09_v5.1,1761862,1762749,.,888,-0.632,-8.733,5.953,0.343,339.172,1.937,0.721,Tb927.9.11120,Tb927.9.11120,-
4642,NA_peak_4643,Tb927_09_v5.1,1764026,1764832,.,807,0.797,-4.604,5.007,2.0,147.811,1.973,2.442,Tb927.9.11130,Tb927.9.11130,-
4643,NA_peak_4644,Tb927_09_v5.1,1765679,1766294,.,616,0.81,-0.123,3.544,3.019,5.452,14.625,14.102,Tb927.9.11140,Tb927.9.11140,-
4644,NA_peak_4645,Tb927_09_v5.1,1767701,1768606,.,906,1.911,0.947,3.618,3.774,4.125,10.728,7.358,Tb927.9.11150,Tb927.9.11150,-
4645,NA_peak_4646,Tb927_09_v5.1,1771182,1771677,.,496,0.049,-3.397,4.219,1.029,34.171,20.727,23.227,Tb927.9.11150,Tb927.9.11150,-
4646,NA_peak_4647,Tb927_09_v5.1,1773323,1774166,.,844,1.338,-6.753,4.591,0.333,90.562,34.123,12.045,Tb927.9.11220,Tb927.9.11220,+
4647,NA_peak_4648,Tb927_09_v5.1,1775151,1775717,.,567,-1.483,-2.132,4.458,0.533,4.454,35.231,67.879,Tb927.9.11220,Tb927.9.11220,+
4648,NA_peak_4649,Tb927_09_v5.1,1776302,1777087,.,786,-1.113,1.043,6.252,138.527,136.943,1.358,2.32,Tb927.9.11230,Tb927.9.11230,+
4649,NA_peak_4650,Tb927_09_v5.1,1780637,1781215,.,579,3.39,-6.172,4.212,0.48,94.593,15.259,1.226,Tb927.9.11270,Tb927.9.11270,+
4650,NA_peak_4651,Tb927_09_v5.1,1784163,1785674,.,1512,0.681,2.672,8.623,685.673,243.484,154.808,145.513,Tb927.9.11330,Tb927.9.11330,+
4651,NA_peak_4652,Tb927_09_v5.1,1786553,1788899,.,2347,-0.424,-0.672,9.023,237.754,815.887,498.977,640.97,Tb927.9.11360,Tb927.9.11360,+
4652,NA_peak_4653,Tb927_09_v5.1,1793200,1794847,.,1648,0.653,3.175,6.644,111.237,25.181,103.374,108.003,Tb927.9.11500,Tb927.9.11500,+
4653,NA_peak_4654,Tb927_09_v5.1,1795023,1795866,.,844,0.925,-0.572,4.481,8.932,29.243,27.859,22.0,Tb927.9.11500,Tb927.9.11500,+
4654,NA_peak_4655,Tb927_09_v5.1,1799221,1800436,.,1216,-0.09,-2.206,5.841,9.198,99.344,91.503,65.246,Tb927.9.11520,Tb927.9.11520,+
4655,NA_peak_4656,Tb927_09_v5.1,1801438,1801903,.,466,-6.32,2.351,4.982,8.908,19.644,1.001,52.009,Tb927.9.11540,Tb927.9.11540,+
4656,NA_peak_4657,Tb927_09_v5.1,1802654,1804696,.,2043,-0.302,2.322,7.881,171.972,81.453,322.437,260.41,Tb927.9.11540,Tb927.9.11540,+
4657,NA_peak_4658,Tb927_09_v5.1,1809074,1810835,.,1762,-0.651,5.199,8.924,1022.128,70.356,18.342,33.626,Tb927.9.11600,Tb927.9.11600,+
4658,NA_peak_4659,Tb927_09_v5.1,1811334,1811644,.,311,0.147,5.787,4.924,61.921,2.622,4.396,4.283,Tb927.9.11640,Tb927.9.11640,+
4659,NA_peak_4660,Tb927_09_v5.1,1819981,1820818,.,838,-0.125,-4.559,4.099,0.892,42.715,13.324,21.748,Tb927.9.11690,Tb927.9.11690,+
4660,NA_peak_4661,Tb927_09_v5.1,1821033,1821626,.,594,-2.097,-1.197,3.769,6.588,21.229,6.199,8.945,Tb927.9.11700,Tb927.9.11700,+
4661,NA_peak_4662,Tb927_09_v5.1,1823266,1825139,.,1874,-0.451,0.598,7.342,245.118,241.831,92.992,132.236,Tb927.9.11720,Tb927.9.11720,+
4662,NA_peak_4663,Tb927_09_v5.1,1828838,1829554,.,717,-0.058,-4.45,3.153,0.206,12.887,19.016,8.489,Tb927.9.11760,Tb927.9.11760,+
4663,NA_peak_4664,Tb927_09_v5.1,1834283,1835452,.,1170,-0.979,1.287,6.948,204.288,142.017,57.571,63.551,Tb927.9.11790,Tb927.9.11790,+
4664,NA_peak_4665,Tb927_09_v5.1,1836042,1837232,.,1191,0.703,1.432,7.749,380.323,245.44,112.51,66.111,Tb927.9.11790,Tb927.9.11790,+
4665,NA_peak_4666,Tb927_09_v5.1,1837859,1839706,.,1848,3.264,2.621,6.95,197.014,56.88,133.211,25.067,Tb927.9.11800,Tb927.9.11800,+
4666,NA_peak_4667,Tb927_09_v5.1,1840032,1840671,.,640,0.067,-0.136,4.683,11.265,22.385,31.805,31.739,Tb927.9.11810,Tb927.9.11810,+
4667,NA_peak_4668,Tb927_09_v5.1,1845255,1846553,.,1299,-0.951,-4.614,4.739,0.823,43.919,13.013,68.39,Tb927.9.11830,Tb927.9.11830,+
4668,NA_peak_4669,Tb927_09_v5.1,1846729,1848568,.,1840,-0.769,0.977,6.205,115.491,63.78,22.564,36.825,Tb927.9.11840,Tb927.9.11840,+
4669,NA_peak_4670,Tb927_09_v5.1,1848624,1849465,.,842,-1.481,-2.182,4.411,8.646,57.447,13.151,12.479,Tb927.9.11850,Tb927.9.11850,+
4670,NA_peak_4671,Tb927_09_v5.1,1853927,1855169,.,1243,1.104,-1.211,5.581,5.421,43.411,65.72,58.319,Tb927.9.11870,Tb927.9.11870,+
4671,NA_peak_4672,Tb927_09_v5.1,1857275,1858281,.,1007,1.395,-2.657,5.522,0.892,36.383,111.611,58.105,Tb927.9.11890,Tb927.9.11890,+
4672,NA_peak_4673,Tb927_09_v5.1,1858549,1859404,.,856,1.957,-3.165,4.016,1.716,34.963,18.723,5.816,Tb927.9.11890,Tb927.9.11890,+
4673,NA_peak_4674,Tb927_09_v5.1,1863170,1863875,.,706,1.529,3.601,5.895,71.23,16.904,38.702,12.479,Tb927.9.11910,Tb927.9.11910,+
4674,NA_peak_4675,Tb927_09_v5.1,1865113,1867262,.,2150,1.392,2.273,7.093,187.476,96.856,87.268,36.169,Tb927.9.11930,Tb927.9.11930,+
4675,NA_peak_4676,Tb927_09_v5.1,1867748,1869114,.,1367,-2.374,2.735,7.439,92.516,37.348,46.976,449.225,Tb927.9.11940,Tb927.9.11940,+
4676,NA_peak_4677,Tb927_09_v5.1,1874221,1877835,.,3615,0.142,-2.018,7.518,26.862,210.903,281.706,256.964,Tb927.9.12000,Tb927.9.12000,+
4677,NA_peak_4678,Tb927_09_v5.1,1879757,1881358,.,1602,-0.848,0.225,5.359,8.732,22.748,48.036,65.462,Tb927.9.12070,Tb927.9.12070,+
4678,NA_peak_4679,Tb927_09_v5.1,1886929,1888218,.,1290,0.416,-1.175,6.359,21.283,92.274,140.404,101.241,Tb927.9.12090,Tb927.9.12090,+
4679,NA_peak_4680,Tb927_09_v5.1,1888701,1890132,.,1432,1.264,-1.289,5.555,10.842,73.345,50.333,39.749,Tb927.9.12090,Tb927.9.12090,+
4680,NA_peak_4681,Tb927_09_v5.1,1890403,1890856,.,454,-0.711,-3.835,4.102,0.412,28.096,5.789,35.382,Tb927.9.12090,Tb927.9.12090,+
4681,NA_peak_4682,Tb927_09_v5.1,1895907,1898107,.,2201,-1.06,3.639,8.347,683.82,91.222,62.505,159.9,Tb927.9.12140,Tb927.9.12140,+
4682,NA_peak_4683,Tb927_09_v5.1,1899482,1899894,.,413,-1.851,-3.66,3.916,0.274,13.107,12.793,18.769,Tb927.9.12150,Tb927.9.12150,+
4683,NA_peak_4684,Tb927_09_v5.1,1901009,1902468,.,1460,0.562,-2.65,5.957,8.99,103.999,105.735,61.315,Tb927.9.12160,Tb927.9.12160,+
4684,NA_peak_4685,Tb927_09_v5.1,1906510,1907456,.,947,2.567,5.612,5.913,94.182,7.159,13.437,3.348,Tb927.9.12170,Tb927.9.12170,+
4685,NA_peak_4686,Tb927_09_v5.1,1907508,1909062,.,1555,0.38,0.901,6.482,63.681,58.936,149.022,56.144,Tb927.9.12170,Tb927.9.12170,+
4686,NA_peak_4687,Tb927_09_v5.1,1911921,1912373,.,453,4.64,1.241,4.005,27.471,13.402,20.003,1.322,Tb927.9.12300,Tb927.9.12300,+
4687,NA_peak_4688,Tb927_09_v5.1,1914779,1915661,.,883,-0.381,-1.294,4.659,5.067,36.143,37.415,38.736,Tb927.9.12310,Tb927.9.12310,+
4688,NA_peak_4689,Tb927_09_v5.1,1916293,1917661,.,1369,2.615,-2.499,5.808,10.98,149.903,77.69,21.53,Tb927.9.12310,Tb927.9.12310,+
4689,NA_peak_4690,Tb927_09_v5.1,1920709,1923320,.,2612,4.235,4.045,8.251,561.398,68.758,390.655,11.794,Tb927.9.12320,Tb927.9.12320,+
4690,NA_peak_4691,Tb927_09_v5.1,1927528,1928885,.,1358,0.813,5.106,5.817,106.502,5.745,34.573,23.704,Tb927.9.12360,Tb927.9.12360,+
4691,NA_peak_4692,Tb927_09_v5.1,1930741,1932201,.,1461,-2.092,-4.385,5.242,0.333,72.379,11.005,75.453,Tb927.9.12360,Tb927.9.12360,+
4692,NA_peak_4693,Tb927_09_v5.1,1936244,1938413,.,2170,0.003,-4.291,8.255,6.656,835.382,263.609,314.547,Tb927.9.12390,Tb927.9.12390,+
4693,NA_peak_4694,Tb927_09_v5.1,1943257,1944279,.,1023,-1.666,-5.042,5.577,2.4,186.736,13.399,7.96,Tb927.9.12400,Tb927.9.12400,+
4694,NA_peak_4695,Tb927_09_v5.1,1944502,1946860,.,2359,3.313,-1.22,6.209,8.578,29.301,266.804,35.031,Tb927.9.12440,Tb927.9.12440,+
4695,NA_peak_4696,Tb927_09_v5.1,1947074,1948015,.,942,0.992,8.156,6.639,157.351,1.585,10.209,2.2,Tb927.9.12450,Tb927.9.12450,+
4696,NA_peak_4697,Tb927_09_v5.1,1950880,1951531,.,652,1.576,10.436,5.663,127.98,0.183,0.065,0.059,Tb927.9.12490,Tb927.9.12490,+
4697,NA_peak_4698,Tb927_09_v5.1,1953365,1953996,.,632,-4.015,-3.998,2.904,0.267,7.813,1.227,2.376,Tb927.9.12490,Tb927.9.12490,+
4698,NA_peak_4699,Tb927_09_v5.1,1955214,1957012,.,1799,1.615,-7.47,5.307,0.213,67.926,83.781,32.172,Tb927.9.12490,Tb927.9.12490,+
4699,NA_peak_4700,Tb927_09_v5.1,1959101,1959803,.,703,-0.272,-4.926,3.779,0.4,26.842,5.71,15.96,Tb927.9.12510,Tb927.9.12510,+
4700,NA_peak_4701,Tb927_09_v5.1,1961559,1962664,.,1106,0.15,-0.414,6.015,54.555,136.156,35.542,38.772,Tb927.9.12510,Tb927.9.12510,+
4701,NA_peak_4702,Tb927_09_v5.1,1964218,1966322,.,2105,-2.895,4.579,8.853,923.861,90.318,24.122,170.874,Tb927.9.12530,Tb927.9.12530,+
4702,NA_peak_4703,Tb927_09_v5.1,1972844,1973924,.,1081,-0.229,3.325,3.273,7.068,1.082,14.293,17.265,Tb927.9.12570,Tb927.9.12570,+
4703,NA_peak_4704,Tb927_09_v5.1,1976425,1977138,.,714,-0.126,3.378,1.563,2.882,0.462,3.911,4.785,Tb927.9.12590,Tb927.9.12590,+
4704,NA_peak_4705,Tb927_09_v5.1,1979997,1981049,.,1053,-0.227,3.049,1.896,1.99,0.561,6.402,6.625,Tb927.9.12610,Tb927.9.12610,+
4705,NA_peak_4706,Tb927_09_v5.1,1987834,1990534,.,2701,0.528,0.451,7.437,179.516,223.218,178.83,106.11,Tb927.9.12650,Tb927.9.12650,+
4706,NA_peak_4707,Tb927_09_v5.1,1993849,1994850,.,1002,-1.379,-2.515,5.105,0.961,16.976,38.103,88.726,Tb927.9.12690,Tb927.9.12690,+
4707,NA_peak_4708,Tb927_09_v5.1,1995547,1996580,.,1034,1.675,4.641,5.589,69.308,5.679,36.857,19.585,Tb927.9.12690,Tb927.9.12690,+
4708,NA_peak_4709,Tb927_09_v5.1,1996624,1997560,.,937,0.705,-4.381,4.38,0.133,14.758,46.104,33.11,Tb927.9.12700,Tb927.9.12700,+
4709,NA_peak_4710,Tb927_09_v5.1,1997738,1999208,.,1471,0.006,3.832,6.722,251.706,32.922,5.537,7.02,Tb927.9.12700,Tb927.9.12700,+
4710,NA_peak_4711,Tb927_09_v5.1,2003669,2004617,.,949,-1.649,3.892,6.835,247.183,37.043,8.617,6.168,Tb927.9.12730,Tb927.9.12730,+
4711,NA_peak_4712,Tb927_09_v5.1,2005930,2006846,.,917,0.959,3.514,7.04,272.636,6.743,18.065,19.507,Tb927.9.12740,Tb927.9.12740,+
4712,NA_peak_4713,Tb927_09_v5.1,2013960,2015355,.,1396,0.498,-3.281,5.638,2.4,53.188,112.175,58.141,Tb927.9.12780,Tb927.9.12780,+
4713,NA_peak_4714,Tb927_09_v5.1,2015746,2017027,.,1282,0.318,1.312,6.247,99.981,68.509,42.383,34.3,Tb927.9.12780,Tb927.9.12780,+
4714,NA_peak_4715,Tb927_09_v5.1,2019472,2020850,.,1379,-0.103,7.598,6.033,112.603,0.583,66.551,34.931,Tb927.9.12790,Tb927.9.12790,+
4715,NA_peak_4716,Tb927_09_v5.1,2021678,2022575,.,898,-1.316,-4.344,4.461,0.274,27.761,16.24,60.665,Tb927.9.12800,Tb927.9.12800,+
4716,NA_peak_4717,Tb927_09_v5.1,2024170,2025052,.,883,-0.609,1.985,5.798,115.354,58.27,1.098,1.262,Tb927.9.12800,Tb927.9.12800,+
4717,NA_peak_4718,Tb927_09_v5.1,2025600,2026753,.,1154,0.577,-1.314,5.665,8.441,102.18,64.636,24.959,Tb927.9.12810,Tb927.9.12810,+
4718,NA_peak_4719,Tb927_09_v5.1,2027178,2028330,.,1153,0.144,2.763,6.027,87.699,22.745,49.208,59.114,Tb927.9.12830,Tb927.9.12830,+
4719,NA_peak_4720,Tb927_09_v5.1,2029586,2030859,.,1274,0.106,3.396,6.206,67.044,17.597,75.93,58.501,Tb927.9.12830,Tb927.9.12830,+
4720,NA_peak_4721,Tb927_09_v5.1,2033621,2034684,.,1064,1.747,-2.42,4.614,4.599,84.2,9.434,3.613,Tb927.9.12880,Tb927.9.12880,+
4721,NA_peak_4722,Tb927_09_v5.1,2035278,2036240,.,963,-0.346,-2.349,4.459,0.755,5.249,31.769,21.325,Tb927.9.12880,Tb927.9.12880,+
4722,NA_peak_4723,Tb927_09_v5.1,2040944,2042322,.,1379,1.668,0.376,6.984,50.369,76.708,302.147,95.29,Tb927.9.12930,Tb927.9.12930,+
4723,NA_peak_4724,Tb927_09_v5.1,2042856,2043646,.,791,0.335,2.505,5.972,11.185,4.6,147.017,52.226,Tb927.9.12960,Tb927.9.12960,+
4724,NA_peak_4725,Tb927_09_v5.1,2048407,2049358,.,952,-0.995,-0.601,4.601,5.009,18.072,19.173,56.579,Tb927.9.12980,Tb927.9.12980,+
4725,NA_peak_4726,Tb927_09_v5.1,2049537,2051070,.,1534,0.373,-1.908,6.814,15.577,113.375,210.659,153.413,Tb927.9.12990,Tb927.9.12990,+
4726,NA_peak_4727,Tb927_09_v5.1,2057902,2059179,.,1278,1.524,-3.675,6.671,0.533,23.1,335.247,125.226,Tb927.9.13030,Tb927.9.13030,+
4727,NA_peak_4728,Tb927_09_v5.1,2060471,2062455,.,1985,0.657,-2.992,8.902,24.995,451.023,1018.201,702.182,Tb927.9.13040,Tb927.9.13040,+
4728,NA_peak_4729,Tb927_09_v5.1,2064053,2065198,.,1146,-0.206,-3.116,7.346,20.43,512.897,117.607,124.757,Tb927.9.13050,Tb927.9.13050,+
4729,NA_peak_4730,Tb927_09_v5.1,2068865,2072016,.,3152,0.332,4.525,9.401,1436.532,113.168,122.11,127.378,Tb927.9.13070,Tb927.9.13070,+
4730,NA_peak_4731,Tb927_09_v5.1,2076261,2077226,.,966,0.548,0.888,3.374,2.72,3.335,19.242,12.895,Tb927.9.13130,Tb927.9.13130,+
4731,NA_peak_4732,Tb927_09_v5.1,2077307,2077894,.,588,1.776,-2.545,1.885,0.133,2.289,8.306,0.852,Tb927.9.13140,Tb927.9.13140,+
4732,NA_peak_4733,Tb927_09_v5.1,2084799,2086415,.,1617,1.521,-1.799,7.168,52.541,241.653,239.107,75.45,Tb927.9.13160,Tb927.9.13160,-
4733,NA_peak_4734,Tb927_09_v5.1,2087787,2088569,.,783,-1.915,-2.357,4.774,3.521,57.645,4.165,58.429,tRNA,tRNA,+
4734,NA_peak_4735,Tb927_09_v5.1,2090425,2091590,.,1166,0.396,-0.482,6.113,16.538,49.651,112.58,122.124,Tb927.9.13240,Tb927.9.13240,-
4735,NA_peak_4736,Tb927_09_v5.1,2091951,2092655,.,705,-3.109,-2.264,4.544,2.88,26.478,8.167,19.008,Tb927.9.13250,Tb927.9.13250,-
4736,NA_peak_4737,Tb927_09_v5.1,2094769,2095969,.,1201,-0.749,-1.282,6.185,37.193,120.408,74.709,90.132,Tb927.9.13280,Tb927.9.13280,-
4737,NA_peak_4738,Tb927_09_v5.1,2097147,2099099,.,1953,0.34,-1.052,7.202,40.35,201.78,212.7,193.934,Tb927.9.13300.1,Tb927.9.13300.1,-
4738,NA_peak_4739,Tb927_09_v5.1,2101313,2102727,.,1415,-0.104,-3.024,7.224,6.107,76.398,300.259,303.639,Tb927.9.13330,Tb927.9.13330,-
4739,NA_peak_4740,Tb927_09_v5.1,2103605,2104132,.,528,0.379,-7.346,4.547,0.2,83.312,24.729,20.162,Tb927.9.13330,Tb927.9.13330,-
4740,NA_peak_4741,Tb927_09_v5.1,2104962,2106432,.,1471,1.503,2.924,6.837,147.538,39.817,193.403,69.561,Tb927.9.13330,Tb927.9.13330,-
4741,NA_peak_4742,Tb927_09_v5.1,2109913,2111433,.,1521,-0.619,2.842,5.728,70.653,23.84,23.153,47.29,Tb927.9.13360,Tb927.9.13360,-
4742,NA_peak_4743,Tb927_09_v5.1,2115824,2116814,.,991,3.893,-4.531,4.446,0.587,28.513,60.923,4.377,Tb927.9.13360,Tb927.9.13360,-
4743,NA_peak_4744,Tb927_09_v5.1,2117450,2119605,.,2156,-2.44,6.667,5.517,104.58,2.047,0.549,7.595,Tb927.9.13360,Tb927.9.13360,-
4744,NA_peak_4745,Tb927_09_v5.1,2119923,2120957,.,1035,1.93,-1.489,3.913,0.549,25.483,28.24,7.343,Tb927.9.13380,Tb927.9.13380,-
4745,NA_peak_4746,Tb927_09_v5.1,2125010,2125949,.,940,2.237,1.622,5.727,49.545,52.066,68.766,23.48,Tb927.9.13430,Tb927.9.13430,-
4746,NA_peak_4747,Tb927_09_v5.1,2129575,2129979,.,405,-1.28,-5.796,2.753,0.267,4.079,0.208,0.144,Tb927.9.13440,Tb927.9.13440,-
4747,NA_peak_4748,Tb927_09_v5.1,2130086,2130993,.,908,2.056,-8.013,5.583,0.48,195.246,0.323,0.167,Tb927.9.13440,Tb927.9.13440,-
4748,NA_peak_4749,Tb927_09_v5.1,2131409,2132178,.,770,3.341,-4.112,3.455,0.274,14.311,16.37,3.407,Tb927.9.13440,Tb927.9.13440,-
4749,NA_peak_4750,Tb927_09_v5.1,2133503,2134214,.,712,0.305,3.536,4.288,44.86,6.618,7.612,9.45,Tb927.9.13460,Tb927.9.13460,-
4750,NA_peak_4751,Tb927_09_v5.1,2139140,2140153,.,1014,0.536,-5.419,4.769,0.933,158.66,0.104,0.088,Tb927.9.13490,Tb927.9.13490,-
4751,NA_peak_4752,Tb927_09_v5.1,2140368,2142182,.,1815,0.225,-0.053,7.407,19.146,27.262,325.697,383.606,Tb927.9.13490,Tb927.9.13490,-
4752,NA_peak_4753,Tb927_09_v5.1,2144007,2144851,.,845,4.728,1.653,5.51,11.391,8.699,20.62,5.989,Tb927.9.13510,Tb927.9.13510,-
4753,NA_peak_4754,Tb927_09_v5.1,2147505,2148712,.,1208,-0.285,2.901,5.635,83.17,17.939,18.065,26.762,Tb927.9.13520,Tb927.9.13520,-
4754,NA_peak_4755,Tb927_09_v5.1,2150263,2151401,.,1139,0.678,-0.354,6.072,8.932,39.867,189.452,68.691,Tb927.9.13540,Tb927.9.13540,-
4755,NA_peak_4756,Tb927_09_v5.1,2155037,2156242,.,1206,1.322,3.15,6.768,63.263,13.107,279.919,74.479,Tb927.9.13580,Tb927.9.13580,-
4756,NA_peak_4757,Tb927_09_v5.1,2159078,2160369,.,1292,1.066,-2.729,6.346,9.975,108.324,159.811,84.182,Tb927.9.13610,Tb927.9.13610,-
4757,NA_peak_4758,Tb927_09_v5.1,2161877,2163019,.,1143,0.465,-1.52,7.622,4.804,42.745,493.163,297.048,Tb927.9.13610,Tb927.9.13610,-
4758,NA_peak_4759,Tb927_09_v5.1,2171400,2175123,.,3724,-1.302,-0.549,5.705,12.146,44.868,37.342,110.763,Tb927.9.13650,Tb927.9.13650,-
4759,NA_peak_4760,Tb927_09_v5.1,2181872,2183963,.,2092,-0.046,2.905,7.349,255.48,85.873,39.488,32.713,Tb927.9.13970,Tb927.9.13970,-
4760,NA_peak_4761,Tb927_09_v5.1,2184583,2186819,.,2237,1.317,5.916,8.562,736.934,21.019,161.238,70.524,Tb927.9.13990,Tb927.9.13990,-
4761,NA_peak_4762,Tb927_09_v5.1,2189512,2190591,.,1080,-0.099,-8.672,6.357,0.206,264.983,33.738,46.274,Tb927.9.14030,Tb927.9.14030,-
4762,NA_peak_4763,Tb927_09_v5.1,2191601,2192536,.,936,-2.766,-4.389,4.654,1.707,43.494,8.514,30.448,Tb927.9.14030,Tb927.9.14030,-
4763,NA_peak_4764,Tb927_09_v5.1,2193587,2193974,.,388,1.317,-5.02,2.975,0.067,15.991,13.393,1.338,Tb927.9.14040,Tb927.9.14040,-
4764,NA_peak_4765,Tb927_09_v5.1,2199768,2200473,.,706,0.852,6.724,5.065,65.13,1.249,11.328,4.184,Tb927.9.14080,Tb927.9.14080,-
4765,NA_peak_4766,Tb927_09_v5.1,2200529,2200865,.,337,0.864,8.012,4.456,37.819,0.333,6.754,2.02,Tb927.9.14080,Tb927.9.14080,-
4766,NA_peak_4767,Tb927_09_v5.1,2200920,2202873,.,1954,0.135,3.494,7.63,218.493,40.331,275.913,124.685,Tb927.9.14100,Tb927.9.14100,-
4767,NA_peak_4768,Tb927_09_v5.1,2206750,2208100,.,1351,-0.299,0.14,5.629,14.068,32.52,67.445,46.614,Tb927.9.14120,Tb927.9.14120,-
4768,NA_peak_4769,Tb927_09_v5.1,2208692,2210235,.,1544,-1.123,0.786,6.514,84.405,70.631,57.242,128.436,Tb927.9.14130,Tb927.9.14130,-
4769,NA_peak_4770,Tb927_09_v5.1,2213740,2215134,.,1395,-1.606,-2.433,6.38,10.531,105.468,51.924,167.353,Tb927.9.14160,Tb927.9.14160,-
4770,NA_peak_4771,Tb927_09_v5.1,2215394,2216889,.,1496,1.034,-0.719,6.701,42.82,200.531,118.357,74.046,Tb927.9.14170,Tb927.9.14170,-
4771,NA_peak_4772,Tb927_09_v5.1,2217200,2219119,.,1920,-1.172,-3.306,6.538,13.389,204.234,65.928,134.856,Tb927.9.14180,Tb927.9.14180,-
4772,NA_peak_4773,Tb927_09_v5.1,2224109,2224850,.,742,-0.57,-4.255,6.242,0.823,30.448,158.747,115.552,Tb927.9.14200,Tb927.9.14200,-
4773,NA_peak_4774,Tb927_09_v5.1,2225248,2225834,.,587,0.892,-0.597,4.676,9.127,35.327,44.134,20.558,Tb927.9.14220,Tb927.9.14220,-
4774,NA_peak_4775,Tb927_09_v5.1,2226767,2228860,.,2094,0.13,-0.63,7.418,81.455,368.098,109.351,109.428,Tb927.9.14220,Tb927.9.14220,-
4775,NA_peak_4776,Tb927_09_v5.1,2231829,2232807,.,979,-1.437,-1.736,5.784,9.332,96.564,54.354,35.834,Tb927.9.14240,Tb927.9.14240,-
4776,NA_peak_4777,Tb927_09_v5.1,2233093,2233991,.,899,0.386,-3.007,4.639,1.853,33.186,43.026,37.618,Tb927.9.14260,Tb927.9.14260,-
4777,NA_peak_4778,Tb927_09_v5.1,2234150,2234958,.,809,-1.671,-2.494,4.415,1.44,18.105,18.564,48.524,Tb927.9.14260,Tb927.9.14260,-
4778,NA_peak_4779,Tb927_09_v5.1,2235008,2235987,.,980,0.786,-5.132,5.328,1.167,108.923,26.752,32.054,Tb927.9.14260,Tb927.9.14260,-
4779,NA_peak_4780,Tb927_09_v5.1,2239641,2241051,.,1411,1.36,-3.774,4.772,3.5,93.467,6.393,13.511,Tb927.9.14280,Tb927.9.14280,-
4780,NA_peak_4781,Tb927_09_v5.1,2244647,2245267,.,621,0.334,-5.743,3.433,0.4,58.272,2.859,2.497,Tb927.9.14300,Tb927.9.14300,-
4781,NA_peak_4782,Tb927_09_v5.1,2249219,2250615,.,1397,1.997,-3.659,7.108,12.489,262.933,229.034,79.629,Tb927.9.14400,Tb927.9.14400,-
4782,NA_peak_4783,Tb927_09_v5.1,2250769,2252977,.,2209,-0.589,0.321,7.464,142.185,186.172,132.133,228.591,Tb927.9.14400,Tb927.9.14400,-
4783,NA_peak_4784,Tb927_09_v5.1,2253049,2254339,.,1291,1.87,-3.133,5.88,4.161,159.979,70.046,23.263,Tb927.9.14420,Tb927.9.14420,-
4784,NA_peak_4785,Tb927_09_v5.1,2259908,2261370,.,1463,1.832,6.771,10.34,2842.057,55.602,432.357,243.94,Tb927.9.14470,Tb927.9.14470,-
4785,NA_peak_4786,Tb927_09_v5.1,2265285,2265696,.,412,0.134,0.44,5.338,44.467,54.434,34.199,32.136,Tb927.9.14530,Tb927.9.14530,+
4786,NA_peak_4787,Tb927_09_v5.1,2267997,2268882,.,886,-1.429,-0.747,5.976,28.478,84.48,44.506,127.39,Tb927.9.14530,Tb927.9.14530,+
4787,NA_peak_4788,Tb927_09_v5.1,2269784,2270295,.,512,0.145,-2.817,5.04,5.332,87.985,35.191,32.355,Tb927.9.14540,Tb927.9.14540,+
4788,NA_peak_4789,Tb927_09_v5.1,2270409,2270887,.,479,0.102,-3.322,5.256,2.059,46.866,71.329,58.085,Tb927.9.14540,Tb927.9.14540,+
4789,NA_peak_4790,Tb927_09_v5.1,2272981,2274243,.,1263,-7.025,-1.787,7.559,6.081,68.563,5.432,773.822,Tb927.9.14540,Tb927.9.14540,+
